"S66x8_2",1,"2700_01WaterWater095_dim_S66x8",-1,"2701_01WaterWater100_monA_S66x8",-1,"2701_01WaterWater100_monB_S66x8",-4.912
"S66x8_3",1,"2701_01WaterWater100_dim_S66x8",-1,"2701_01WaterWater100_monA_S66x8",-1,"2701_01WaterWater100_monB_S66x8",-4.915
"S66x8_4",1,"2702_01WaterWater105_dim_S66x8",-1,"2701_01WaterWater100_monA_S66x8",-1,"2701_01WaterWater100_monB_S66x8",-4.739
"S66x8_5",1,"2703_01WaterWater110_dim_S66x8",-1,"2701_01WaterWater100_monA_S66x8",-1,"2701_01WaterWater100_monB_S66x8",-4.462
"S66x8_6",1,"2704_01WaterWater125_dim_S66x8",-1,"2701_01WaterWater100_monA_S66x8",-1,"2701_01WaterWater100_monB_S66x8",-3.46
"S66x8_7",1,"2705_01WaterWater150_dim_S66x8",-1,"2701_01WaterWater100_monA_S66x8",-1,"2701_01WaterWater100_monB_S66x8",-2.108
"S66x8_8",1,"2706_01WaterWater200_dim_S66x8",-1,"2701_01WaterWater100_monA_S66x8",-1,"2701_01WaterWater100_monB_S66x8",-0.871
"S66x8_10",1,"2708_02WaterMeOH095_dim_S66x8",-1,"2709_02WaterMeOH100_monA_S66x8",-1,"2709_02WaterMeOH100_monB_S66x8",-5.578
"S66x8_11",1,"2709_02WaterMeOH100_dim_S66x8",-1,"2709_02WaterMeOH100_monA_S66x8",-1,"2709_02WaterMeOH100_monB_S66x8",-5.589
"S66x8_12",1,"2710_02WaterMeOH105_dim_S66x8",-1,"2709_02WaterMeOH100_monA_S66x8",-1,"2709_02WaterMeOH100_monB_S66x8",-5.396
"S66x8_13",1,"2711_02WaterMeOH110_dim_S66x8",-1,"2709_02WaterMeOH100_monA_S66x8",-1,"2709_02WaterMeOH100_monB_S66x8",-5.086
"S66x8_14",1,"2712_02WaterMeOH125_dim_S66x8",-1,"2709_02WaterMeOH100_monA_S66x8",-1,"2709_02WaterMeOH100_monB_S66x8",-3.947
"S66x8_15",1,"2713_02WaterMeOH150_dim_S66x8",-1,"2709_02WaterMeOH100_monA_S66x8",-1,"2709_02WaterMeOH100_monB_S66x8",-2.385
"S66x8_16",1,"2714_02WaterMeOH200_dim_S66x8",-1,"2709_02WaterMeOH100_monA_S66x8",-1,"2709_02WaterMeOH100_monB_S66x8",-0.952
"S66x8_18",1,"2716_03WaterMeNH2095_dim_S66x8",-1,"2717_03WaterMeNH2100_monA_S66x8",-1,"2717_03WaterMeNH2100_monB_S66x8",-6.897
"S66x8_19",1,"2717_03WaterMeNH2100_dim_S66x8",-1,"2717_03WaterMeNH2100_monA_S66x8",-1,"2717_03WaterMeNH2100_monB_S66x8",-6.894
"S66x8_20",1,"2718_03WaterMeNH2105_dim_S66x8",-1,"2717_03WaterMeNH2100_monA_S66x8",-1,"2717_03WaterMeNH2100_monB_S66x8",-6.66
"S66x8_21",1,"2719_03WaterMeNH2110_dim_S66x8",-1,"2717_03WaterMeNH2100_monA_S66x8",-1,"2717_03WaterMeNH2100_monB_S66x8",-6.291
"S66x8_22",1,"2720_03WaterMeNH2125_dim_S66x8",-1,"2717_03WaterMeNH2100_monA_S66x8",-1,"2717_03WaterMeNH2100_monB_S66x8",-4.916
"S66x8_23",1,"2721_03WaterMeNH2150_dim_S66x8",-1,"2717_03WaterMeNH2100_monA_S66x8",-1,"2717_03WaterMeNH2100_monB_S66x8",-2.973
"S66x8_24",1,"2722_03WaterMeNH2200_dim_S66x8",-1,"2717_03WaterMeNH2100_monA_S66x8",-1,"2717_03WaterMeNH2100_monB_S66x8",-1.14
"S66x8_26",1,"2724_04WaterPeptide095_dim_S66x8",-1,"2725_04WaterPeptide100_monA_S66x8",-1,"2725_04WaterPeptide100_monB_S66x8",-8.076
"S66x8_27",1,"2725_04WaterPeptide100_dim_S66x8",-1,"2725_04WaterPeptide100_monA_S66x8",-1,"2725_04WaterPeptide100_monB_S66x8",-8.089
"S66x8_28",1,"2726_04WaterPeptide105_dim_S66x8",-1,"2725_04WaterPeptide100_monA_S66x8",-1,"2725_04WaterPeptide100_monB_S66x8",-7.851
"S66x8_29",1,"2727_04WaterPeptide110_dim_S66x8",-1,"2725_04WaterPeptide100_monA_S66x8",-1,"2725_04WaterPeptide100_monB_S66x8",-7.465
"S66x8_30",1,"2728_04WaterPeptide125_dim_S66x8",-1,"2725_04WaterPeptide100_monA_S66x8",-1,"2725_04WaterPeptide100_monB_S66x8",-5.991
"S66x8_31",1,"2729_04WaterPeptide150_dim_S66x8",-1,"2725_04WaterPeptide100_monA_S66x8",-1,"2725_04WaterPeptide100_monB_S66x8",-3.828
"S66x8_32",1,"2730_04WaterPeptide200_dim_S66x8",-1,"2725_04WaterPeptide100_monA_S66x8",-1,"2725_04WaterPeptide100_monB_S66x8",-1.437
"S66x8_34",1,"2732_05MeOHMeOH095_dim_S66x8",-1,"2733_05MeOHMeOH100_monA_S66x8",-1,"2733_05MeOHMeOH100_monB_S66x8",-5.727
"S66x8_35",1,"2733_05MeOHMeOH100_dim_S66x8",-1,"2733_05MeOHMeOH100_monA_S66x8",-1,"2733_05MeOHMeOH100_monB_S66x8",-5.773
"S66x8_36",1,"2734_05MeOHMeOH105_dim_S66x8",-1,"2733_05MeOHMeOH100_monA_S66x8",-1,"2733_05MeOHMeOH100_monB_S66x8",-5.599
"S66x8_37",1,"2735_05MeOHMeOH110_dim_S66x8",-1,"2733_05MeOHMeOH100_monA_S66x8",-1,"2733_05MeOHMeOH100_monB_S66x8",-5.299
"S66x8_38",1,"2736_05MeOHMeOH125_dim_S66x8",-1,"2733_05MeOHMeOH100_monA_S66x8",-1,"2733_05MeOHMeOH100_monB_S66x8",-4.147
"S66x8_39",1,"2737_05MeOHMeOH150_dim_S66x8",-1,"2733_05MeOHMeOH100_monA_S66x8",-1,"2733_05MeOHMeOH100_monB_S66x8",-2.526
"S66x8_40",1,"2738_05MeOHMeOH200_dim_S66x8",-1,"2733_05MeOHMeOH100_monA_S66x8",-1,"2733_05MeOHMeOH100_monB_S66x8",-1.01
"S66x8_42",1,"2740_06MeOHMeNH2095_dim_S66x8",-1,"2741_06MeOHMeNH2100_monA_S66x8",-1,"2741_06MeOHMeNH2100_monB_S66x8",-7.497
"S66x8_43",1,"2741_06MeOHMeNH2100_dim_S66x8",-1,"2741_06MeOHMeNH2100_monA_S66x8",-1,"2741_06MeOHMeNH2100_monB_S66x8",-7.558
"S66x8_44",1,"2742_06MeOHMeNH2105_dim_S66x8",-1,"2741_06MeOHMeNH2100_monA_S66x8",-1,"2741_06MeOHMeNH2100_monB_S66x8",-7.346
"S66x8_45",1,"2743_06MeOHMeNH2110_dim_S66x8",-1,"2741_06MeOHMeNH2100_monA_S66x8",-1,"2741_06MeOHMeNH2100_monB_S66x8",-6.971
"S66x8_46",1,"2744_06MeOHMeNH2125_dim_S66x8",-1,"2741_06MeOHMeNH2100_monA_S66x8",-1,"2741_06MeOHMeNH2100_monB_S66x8",-5.497
"S66x8_47",1,"2745_06MeOHMeNH2150_dim_S66x8",-1,"2741_06MeOHMeNH2100_monA_S66x8",-1,"2741_06MeOHMeNH2100_monB_S66x8",-3.342
"S66x8_48",1,"2746_06MeOHMeNH2200_dim_S66x8",-1,"2741_06MeOHMeNH2100_monA_S66x8",-1,"2741_06MeOHMeNH2100_monB_S66x8",-1.273
"S66x8_50",1,"2748_07MeOHPeptide095_dim_S66x8",-1,"2749_07MeOHPeptide100_monA_S66x8",-1,"2749_07MeOHPeptide100_monB_S66x8",-8.186
"S66x8_51",1,"2749_07MeOHPeptide100_dim_S66x8",-1,"2749_07MeOHPeptide100_monA_S66x8",-1,"2749_07MeOHPeptide100_monB_S66x8",-8.255
"S66x8_52",1,"2750_07MeOHPeptide105_dim_S66x8",-1,"2749_07MeOHPeptide100_monA_S66x8",-1,"2749_07MeOHPeptide100_monB_S66x8",-8.051
